ProcessGroup,Process,CommodityOut,SectorGroup,Sector,EnduseGroup,EndUse,TechnologyGroup,Technology
Demand,FOOD-ELC-IOVEN-CH_INT,FOOD-IOVEN-CH_INT,Industry,Food and Beverage,Heating/Cooling,"Intermediate Heat (100-300 C), Cooking",Heat/Cooling Devices,Industrial Ovens
Demand,FOOD-NGA-IOVEN-CH_INT,FOOD-IOVEN-CH_INT,Industry,Food and Beverage,Heating/Cooling,"Intermediate Heat (100-300 C), Cooking",Heat/Cooling Devices,Industrial Ovens
Demand,FOOD-ELC-FRIDG-FRIDG,FOOD-FRIDG-FRIDG,Industry,Food and Beverage,Heating/Cooling,Refrigeration,Heat/Cooling Devices,Refrigeration Systems
Demand,FOOD-ELC-HEATR-SH_LOW,FOOD-SH_LOW,Industry,Food and Beverage,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Heat/Cooling Devices,Resistance Heater
Demand,FOOD-ELC-MOTOR-MTV_STA,FOOD-MOTOR-MTV_STA,Industry,Food and Beverage,Stationary Motive Power,"Motive Power, Stationary",Stationary Motors,Electric Motor
Demand,FOOD-ELC-PUMP-PUMP,FOOD-PUMP-PUMP,Industry,Food and Beverage,Stationary Motive Power,Pumping,Stationary Motors,"Pump Systems (for Fluids, etc.)"
Demand,STEEL-ELC-ELCTR-ELCTR,STEEL-ELCTR-ELCTR,Industry,Iron & Steel,Electronics and Lighting,Electronics and Other Electrical Uses,Electronics and Lights,Electronics
Demand,STEEL-ELC-LIGHT-LIGHT,STEEL-LIGHT-LIGHT,Industry,Iron & Steel,Electronics and Lighting,Lighting,Electronics and Lights,Lights
Demand,STEEL-COA-FDSTK-FDSTK,STEEL-FDSTK-FDSTK,Industry,Iron & Steel,Feedstock,Feedstock,Feedstock,Feedstock
Demand,STEEL-NGA-BOILR-WH_LOW,STEEL-BOILR-WH_LOW,Industry,Iron & Steel,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Heat/Cooling Devices,Boiler Systems
Demand,STEEL-NGA-BURNR-PH_INT,STEEL-BURNR-PH_INT,Industry,Iron & Steel,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Heat/Cooling Devices,Burner (Direct Heat)
Demand,STEEL-ELC-FURNC-ISTEEL,STEEL-FURNC-ISTEEL,Industry,Iron & Steel,Iron and Steel,Iron and Steel Manufacturing,Heat/Cooling Devices,Electric Furnace
Demand,STEEL-NGA-FURNC-PH_HIGH,STEEL-FURNC-PH_HIGH,Industry,Iron & Steel,Heating/Cooling,"High Temperature Heat (>300 C), Process Requirements",Heat/Cooling Devices,Furnace/Kiln
Demand,STEEL-NGA-FURNC-ISTEEL,STEEL-FURNC-ISTEEL,Industry,Iron & Steel,Iron and Steel,Iron and Steel Manufacturing,Heat/Cooling Devices,Furnace/Kiln
Demand,STEEL-NGA-IOVEN-PH_HIGH,STEEL-IOVEN-PH_HIGH,Industry,Iron & Steel,Heating/Cooling,"High Temperature Heat (>300 C), Process Requirements",Heat/Cooling Devices,Industrial Ovens
Demand,STEEL-ELC-FRIDG-FRIDG,STEEL-FRIDG-FRIDG,Industry,Iron & Steel,Heating/Cooling,Refrigeration,Heat/Cooling Devices,Refrigeration Systems
Demand,STEEL-ELC-HEATR-PH_LOW,STEEL-HEATR-PH_LOW,Industry,Iron & Steel,Heating/Cooling,"Low Temperature Heat (<100 C), Process Requirements",Heat/Cooling Devices,Resistance Heater
Demand,STEEL-ELC-MOTOR-ISTEEL,STEEL-MOTOR-ISTEEL,Industry,Iron & Steel,Iron and Steel,Iron and Steel Manufacturing,Stationary Motors,Electric Motor
Demand,STEEL-ELC-MOTOR-MTV_STA,STEEL-MOTOR-MTV_STA,Industry,Iron & Steel,Stationary Motive Power,"Motive Power, Stationary",Stationary Motors,Electric Motor
Demand,MEAT-ELC-LIGHT-LIGHT,MEAT-LIGHT-LIGHT,Industry,Meat,Electronics and Lighting,Lighting,Electronics and Lights,Lights
Demand,MEAT-NGA-BOILR-PH_INT,MEAT-BOILR-PH_INT,Industry,Meat,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Heat/Cooling Devices,Boiler Systems
Demand,MEAT-NGA-BOILR-WH_LOW,MEAT-BOILR-WH_LOW,Industry,Meat,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Heat/Cooling Devices,Boiler Systems
Demand,MEAT-ELC-FRIDG-FRIDG,MEAT-FRIDG-FRIDG,Industry,Meat,Heating/Cooling,Refrigeration,Heat/Cooling Devices,Refrigeration Systems
Demand,MEAT-ELC-HEATR-WH_LOW,MEAT-HEATR-WH_LOW,Industry,Meat,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Heat/Cooling Devices,Resistance Heater
Demand,MEAT-ELC-MOTOR-MTV_STA,MEAT-MOTOR-MTV_STA,Industry,Meat,Stationary Motive Power,"Motive Power, Stationary",Stationary Motors,Electric Motor
Demand,METH-NGA-FDSTK-FDSTK,METH-FDSTK-FDSTK,Industry,Methanol,Feedstock,Feedstock,Feedstock,Feedstock
Demand,METH-NGA-BOILR-PH_HIGH,METH-REFRM-PH_HIGH,Industry,Methanol,Heating/Cooling,"High Temperature Heat (>300 C), Process Requirements",Heat/Cooling Devices,Reformer
Demand,MINE-ELC-ELCTR-ELCTR,MINE-ELCTR-ELCTR,Industry,Mining,Electronics and Lighting,Electronics and Other Electrical Uses,Electronics and Lights,Electronics
Demand,MINE-ELC-LIGHT-LIGHT,MINE-LIGHT-LIGHT,Industry,Mining,Electronics and Lighting,Lighting,Electronics and Lights,Lights
Demand,MINE-NGA-BOILR-PH_INT,MINE-BOILR-PH_INT,Industry,Mining,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Heat/Cooling Devices,Boiler Systems
Demand,MINE-DSL-ICENG-MTV_MOB,MINE-ICENG-MTV_MOB,Industry,Mining,Mobile Motive Power,"Motive Power, Mobile",Mobile Motors,Internal Combustion Engine (Land Transport)
Demand,MINE-PET-ICENG-MTV_MOB,MINE-ICENG-MTV_MOB,Industry,Mining,Mobile Motive Power,"Motive Power, Mobile",Mobile Motors,Internal Combustion Engine (Land Transport)
Demand,MINE-ELC-MOTOR-MTV_STA,MINE-MOTOR-MTV_STA,Industry,Mining,Stationary Motive Power,"Motive Power, Stationary",Stationary Motors,Electric Motor
Demand,MINE-DSL-ENGIN-MTV_STA,MINE-ENGIN-MTV_STA,Industry,Mining,Stationary Motive Power,"Motive Power, Stationary",Stationary Motors,Stationary Engine
Demand,MINE-PET-ENGIN-MTV_STA,MINE-ENGIN-MTV_STA,Industry,Mining,Stationary Motive Power,"Motive Power, Stationary",Stationary Motors,Stationary Engine
Demand,MNRL-ELC-LIGHT-LIGHT,MNRL-LIGHT-LIGHT,Industry,Non-Metallic Mineral Product Manufacturing,Electronics and Lighting,Lighting,Electronics and Lights,Lights
Demand,MNRL-NGA-BOILR-PH_INT,MNRL-BOILR-PH_INT,Industry,Non-Metallic Mineral Product Manufacturing,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Heat/Cooling Devices,Boiler Systems
Demand,MNRL-NGA-BOILR-PH_LOW,MNRL-BOILR-PH_LOW,Industry,Non-Metallic Mineral Product Manufacturing,Heating/Cooling,"Low Temperature Heat (<100 C), Process Requirements",Heat/Cooling Devices,Boiler Systems
Demand,MNRL-COA-FURNC-PH_HIGH,MNRL-FURNC-PH_HIGH,Industry,Non-Metallic Mineral Product Manufacturing,Heating/Cooling,"High Temperature Heat (>300 C), Process Requirements",Heat/Cooling Devices,Furnace/Kiln
Demand,MNRL-ELC-FURNC-PH_HIGH,MNRL-FURNC-PH_HIGH,Industry,Non-Metallic Mineral Product Manufacturing,Heating/Cooling,"High Temperature Heat (>300 C), Process Requirements",Heat/Cooling Devices,Furnace/Kiln
Demand,MNRL-NGA-FURNC-PH_HIGH,MNRL-FURNC-PH_HIGH,Industry,Non-Metallic Mineral Product Manufacturing,Heating/Cooling,"High Temperature Heat (>300 C), Process Requirements",Heat/Cooling Devices,Furnace/Kiln
Demand,MNRL-NGA-FURNC-PH_INT,MNRL-FURNC-PH_INT,Industry,Non-Metallic Mineral Product Manufacturing,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Heat/Cooling Devices,Furnace/Kiln
Demand,MNRL-ELC-MOTOR-MTV_STA,MNRL-MOTOR-MTV_STA,Industry,Non-Metallic Mineral Product Manufacturing,Stationary Motive Power,"Motive Power, Stationary",Stationary Motors,Electric Motor
Demand,MNRL-ELC-PUMP-PUMP,MNRL-PUMP-PUMP,Industry,Non-Metallic Mineral Product Manufacturing,Stationary Motive Power,Pumping,Stationary Motors,"Pump Systems (for Fluids, etc.)"
Demand,OTHR-ELC-ELCTR-ELCTR,OTHR-ELCTR-ELCTR,Industry,Other,Electronics and Lighting,Electronics and Other Electrical Uses,Electronics and Lights,Electronics
Demand,OTHR-ELC-LIGHT-LIGHT,OTHR-LIGHT-LIGHT,Industry,Other,Electronics and Lighting,Lighting,Electronics and Lights,Lights
Demand,OTHR-BIG-BOILR-PH_INT,OTHR-BOILR-PH_INT,Industry,Other,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Heat/Cooling Devices,Boiler Systems
Demand,OTHR-COA-BOILR-PH_INT,OTHR-BOILR-PH_INT,Industry,Other,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Heat/Cooling Devices,Boiler Systems
Demand,OTHR-LPG-BOILR-PH_INT,OTHR-BOILR-PH_INT,Industry,Other,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Heat/Cooling Devices,Boiler Systems
Demand,OTHR-NGA-BOILR-PH_INT,OTHR-BOILR-PH_INT,Industry,Other,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Heat/Cooling Devices,Boiler Systems
Demand,OTHR-COA-BOILR-PH_LOW,OTHR-BOILR-PH_LOW,Industry,Other,Heating/Cooling,"Low Temperature Heat (<100 C), Process Requirements",Heat/Cooling Devices,Boiler Systems
Demand,OTHR-NGA-BOILR-PH_LOW,OTHR-BOILR-PH_LOW,Industry,Other,Heating/Cooling,"Low Temperature Heat (<100 C), Process Requirements",Heat/Cooling Devices,Boiler Systems
Demand,OTHR-NGA-BURNR-SH_LOW,OTHR-SH_LOW,Industry,Other,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Heat/Cooling Devices,Burner (Direct Heat)
Demand,OTHR-ELC-FURNC-PH_HIGH,OTHR-FURNC-PH_HIGH,Industry,Other,Heating/Cooling,"High Temperature Heat (>300 C), Process Requirements",Heat/Cooling Devices,Electric Furnace
Demand,OTHR-ELC-FURNC-PH_HIGH,OTHR-FURNC-PH_HIGH,Industry,Other,Heating/Cooling,"High Temperature Heat (>300 C), Process Requirements",Heat/Cooling Devices,Furnace/Kiln
Demand,OTHR-FOL-FURNC-PH_HIGH,OTHR-FURNC-PH_HIGH,Industry,Other,Heating/Cooling,"High Temperature Heat (>300 C), Process Requirements",Heat/Cooling Devices,Furnace/Kiln
Demand,OTHR-NGA-FURNC-PH_HIGH,OTHR-FURNC-PH_HIGH,Industry,Other,Heating/Cooling,"High Temperature Heat (>300 C), Process Requirements",Heat/Cooling Devices,Furnace/Kiln
Demand,OTHR-ELC-HEATR-PH_INT,OTHR-HEATR-PH_INT,Industry,Other,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Heat/Cooling Devices,Resistance Heater
Demand,OTHR-ELC-HEATR-PH_LOW,OTHR-HEATR-PH_LOW,Industry,Other,Heating/Cooling,"Low Temperature Heat (<100 C), Process Requirements",Heat/Cooling Devices,Resistance Heater
Demand,OTHR-DSL-ICENG-MTV_MOB,OTHR-ICENG-MTV_MOB,Industry,Other,Mobile Motive Power,"Motive Power, Mobile",Mobile Motors,Internal Combustion Engine (Land Transport)
Demand,OTHR-PET-ICENG-MTV_MOB,OTHR-ICENG-MTV_MOB,Industry,Other,Mobile Motive Power,"Motive Power, Mobile",Mobile Motors,Internal Combustion Engine (Land Transport)
Demand,OTHR-ELC-MOTOR-MTV_STA,OTHR-MOTOR-MTV_STA,Industry,Other,Stationary Motive Power,"Motive Power, Stationary",Stationary Motors,Electric Motor
Demand,OTHR-ELC-PUMP-PUMP,OTHR-PUMP-PUMP,Industry,Other,Stationary Motive Power,Pumping,Stationary Motors,"Pump Systems (for Fluids, etc.)"
Demand,PULP-ELC-ACOMP-COMP_AIR,PULP-ACOMP-COMP_AIR,Industry,Pulp and Paper,Electronics and Lighting,Compressed Air,Electronics and Lights,Air Compressors
Demand,PULP-ELC-ELCTR-ELCTR,PULP-ELCTR-ELCTR,Industry,Pulp and Paper,Electronics and Lighting,Electronics and Other Electrical Uses,Electronics and Lights,Electronics
Demand,PULP-ELC-FAN-FAN,PULP-FAN-FAN,Industry,Pulp and Paper,Electronics and Lighting,Fans,Electronics and Lights,Fan Systems
Demand,PULP-ELC-LIGHT-LIGHT,PULP-LIGHT-LIGHT,Industry,Pulp and Paper,Electronics and Lighting,Lighting,Electronics and Lights,Lights
Demand,PULP-ELC-REFIN-REFIN,PULP-REFIN-REFIN,Industry,Pulp and Paper,Electronics and Lighting,Refiners,Electronics and Lights,Refiners
Demand,PULP-COA-BOILR-PH_INT,PULP-BOILR-PH_INT,Industry,Pulp and Paper,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Heat/Cooling Devices,Boiler Systems
Demand,PULP-FOL-BOILR-PH_INT,PULP-BOILR-PH_INT,Industry,Pulp and Paper,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Heat/Cooling Devices,Boiler Systems
Demand,PULP-NGA-BOILR-PH_INT,PULP-BOILR-PH_INT,Industry,Pulp and Paper,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Heat/Cooling Devices,Boiler Systems
Demand,PULP-WOD-BOILR-PH_INT,PULP-BOILR-PH_INT,Industry,Pulp and Paper,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Heat/Cooling Devices,Boiler Systems
Demand,PULP-NGA-BURNR-PH_LOW,PULP-BURNR-PH_LOW,Industry,Pulp and Paper,Heating/Cooling,"Low Temperature Heat (<100 C), Process Requirements",Heat/Cooling Devices,Burner (Direct Heat)
Demand,PULP-NGA-BURNR-SH_LOW,PULP-SH_LOW,Industry,Pulp and Paper,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Heat/Cooling Devices,Burner (Direct Heat)
Demand,PULP-NGA-FURNC-PH_HIGH,PULP-FURNC-PH_HIGH,Industry,Pulp and Paper,Heating/Cooling,"High Temperature Heat (>300 C), Process Requirements",Heat/Cooling Devices,Furnace/Kiln
Demand,PULP-GEO-HEATX-PH_INT,PULP-HEATX-PH_INT,Industry,Pulp and Paper,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Heat/Cooling Devices,Heat Exchangers
Demand,PULP-ELC-MOTOR-MTV_STA,PULP-MOTOR-MTV_STA,Industry,Pulp and Paper,Stationary Motive Power,"Motive Power, Stationary",Stationary Motors,Electric Motor
Demand,PULP-ELC-PUMP-PUMP,PULP-PUMP-PUMP,Industry,Pulp and Paper,Stationary Motive Power,Pumping,Stationary Motors,"Pump Systems (for Fluids, etc.)"
Demand,UREA-NGA-FDSTK-FDSTK,UREA-FDSTK-FDSTK,Industry,Urea,Feedstock,Feedstock,Feedstock,Feedstock
Demand,UREA-NGA-BOILR-PH_HIGH,UREA-REFRM-PH_HIGH,Industry,Urea,Heating/Cooling,"High Temperature Heat (>300 C), Process Requirements",Heat/Cooling Devices,Reformer
Demand,UREA-NGA-COMPR-MTV_STA,UREA-COMPR-MTV_STA,Industry,Urea,Stationary Motive Power,"Motive Power, Stationary",Stationary Motors,Compressors
Demand,WOOD-ELC-ACOMP-COMP_AIR,WOOD-ACOMP-COMP_AIR,Industry,Wood Products,Electronics and Lighting,Compressed Air,Electronics and Lights,Air Compressors
Demand,WOOD-ELC-ELCTR-ELCTR,WOOD-ELCTR-ELCTR,Industry,Wood Products,Electronics and Lighting,Electronics and Other Electrical Uses,Electronics and Lights,Electronics
Demand,WOOD-ELC-FAN-FAN,WOOD-FAN-FAN,Industry,Wood Products,Electronics and Lighting,Fans,Electronics and Lights,Fan Systems
Demand,WOOD-ELC-LIGHT-LIGHT,WOOD-LIGHT-LIGHT,Industry,Wood Products,Electronics and Lighting,Lighting,Electronics and Lights,Lights
Demand,WOOD-ELC-REFIN-REFIN,WOOD-REFIN-REFIN,Industry,Wood Products,Electronics and Lighting,Refiners,Electronics and Lights,Refiners
Demand,WOOD-COA-BOILR-PH_INT,WOOD-BOILR-PH_INT,Industry,Wood Products,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Heat/Cooling Devices,Boiler Systems
Demand,WOOD-DSL-BOILR-PH_INT,WOOD-BOILR-PH_INT,Industry,Wood Products,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Heat/Cooling Devices,Boiler Systems
Demand,WOOD-ELC-BOILR-PH_INT,WOOD-BOILR-PH_INT,Industry,Wood Products,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Heat/Cooling Devices,Boiler Systems
Demand,WOOD-FOL-BOILR-PH_INT,WOOD-BOILR-PH_INT,Industry,Wood Products,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Heat/Cooling Devices,Boiler Systems
Demand,WOOD-WOD-BOILR-PH_INT,WOOD-BOILR-PH_INT,Industry,Wood Products,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Heat/Cooling Devices,Boiler Systems
Demand,WOOD-NGA-BOILR-PH_LOW,WOOD-BOILR-PH_LOW,Industry,Wood Products,Heating/Cooling,"Low Temperature Heat (<100 C), Process Requirements",Heat/Cooling Devices,Boiler Systems
Demand,WOOD-LPG-BURNR-PH_INT,WOOD-BURNR-PH_INT,Industry,Wood Products,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Heat/Cooling Devices,Burner (Direct Heat)
Demand,WOOD-NGA-FURNC-PH_LOW,WOOD-FURNC-PH_LOW,Industry,Wood Products,Heating/Cooling,"Low Temperature Heat (<100 C), Process Requirements",Heat/Cooling Devices,Furnace/Kiln
Demand,WOOD-GEO-HEATX-PH_INT,WOOD-HEATX-PH_INT,Industry,Wood Products,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Heat/Cooling Devices,Heat Exchangers
Demand,WOOD-ELC-HPPH-PH_LOW,WOOD-HPPH-PH_LOW,Industry,Wood Products,Heating/Cooling,"Low Temperature Heat (<100 C), Process Requirements",Heat/Cooling Devices,Heat Pump (process heat)
Demand,WOOD-ELC-MOTOR-MTV_STA,WOOD-MOTOR-MTV_STA,Industry,Wood Products,Stationary Motive Power,"Motive Power, Stationary",Stationary Motors,Electric Motor
Demand,WOOD-ELC-PUMP-PUMP,WOOD-PUMP-PUMP,Industry,Wood Products,Stationary Motive Power,Pumping,Stationary Motors,"Pump Systems (for Fluids, etc.)"
Demand,ALUM-ELC-FURNC-PH_HIGH,ALUM-FURNC-PH_HIGH,Industry,Aluminium,Heating/Cooling,"High Temperature Heat (>300 C), Process Requirements",Heat/Cooling Devices,Electric Furnace
Demand,DARY-BIG-BOILR-PH_INT,DARY-BOILR-PH_INT,Industry,Dairy,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Heat/Cooling Devices,Boiler Systems
Demand,DARY-DSL-BOILR-PH_INT,DARY-BOILR-PH_INT,Industry,Dairy,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Heat/Cooling Devices,Boiler Systems
Demand,DARY-LPG-BOILR-PH_INT,DARY-BOILR-PH_INT,Industry,Dairy,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Heat/Cooling Devices,Boiler Systems
Demand,DARY-FOL-BOILR-PH_LOW,DARY-BOILR-PH_LOW,Industry,Dairy,Heating/Cooling,"Low Temperature Heat (<100 C), Process Requirements",Heat/Cooling Devices,Boiler Systems
Demand,FOOD-COA-BOILR-PH_INT,FOOD-BOILR-PH_INT,Industry,Food and Beverage,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Heat/Cooling Devices,Boiler Systems
Demand,FOOD-COA-BOILR-PH_LOW,FOOD-BOILR-PH_LOW,Industry,Food and Beverage,Heating/Cooling,"Low Temperature Heat (<100 C), Process Requirements",Heat/Cooling Devices,Boiler Systems
Demand,FOOD-COA-BOILR-WH_LOW,FOOD-BOILR-WH_LOW,Industry,Food and Beverage,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Heat/Cooling Devices,Boiler Systems
Demand,FOOD-COA-IOVEN-CH_INT,FOOD-IOVEN-CH_INT,Industry,Food and Beverage,Heating/Cooling,"Intermediate Heat (100-300 C), Cooking",Heat/Cooling Devices,Industrial Ovens
Demand,MEAT-COA-BOILR-PH_INT,MEAT-BOILR-PH_INT,Industry,Meat,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Heat/Cooling Devices,Boiler Systems
Demand,MEAT-WOD-BOILR-PH_INT,MEAT-BOILR-PH_INT,Industry,Meat,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Heat/Cooling Devices,Boiler Systems
Demand,MEAT-COA-BOILR-WH_LOW,MEAT-BOILR-WH_LOW,Industry,Meat,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Heat/Cooling Devices,Boiler Systems
Demand,MINE-WOD-BOILR-PH_INT,MINE-BOILR-PH_INT,Industry,Mining,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Heat/Cooling Devices,Boiler Systems
Demand,MINE-COA-BOILR-SH_LOW,MINE-SH_LOW,Industry,Mining,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Heat/Cooling Devices,Boiler Systems
Demand,OTHR-WOD-BOILR-PH_INT,OTHR-BOILR-PH_INT,Industry,Other,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Heat/Cooling Devices,Boiler Systems
Demand,CHEM-ELC-SGHP-PH_INT,CHEM-HEATR-PH_INT,Industry,Chemicals (excl. Urea and Methanol),Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Heat/Cooling Devices,Steam Generating Heat Pump (process heat)
Demand,CHEM-ELC-SGHP-PH_INT,CHEM-FURNC-PH_INT,Industry,Chemicals (excl. Urea and Methanol),Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Heat/Cooling Devices,Steam Generating Heat Pump (process heat)
Demand,DARY-ELC-SGHP-PH_INT,DARY-BOILR-PH_INT,Industry,Dairy,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Heat/Cooling Devices,Steam Generating Heat Pump (process heat)
Demand,DARY-ELC-SGHP-PH_INT,DARY-HEATX-PH_INT,Industry,Dairy,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Heat/Cooling Devices,Steam Generating Heat Pump (process heat)
Demand,FOOD-ELC-SGHP-PH_INT,FOOD-BOILR-PH_INT,Industry,Food and Beverage,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Heat/Cooling Devices,Steam Generating Heat Pump (process heat)
Demand,MEAT-ELC-SGHP-PH_INT,MEAT-BOILR-PH_INT,Industry,Meat,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Heat/Cooling Devices,Steam Generating Heat Pump (process heat)
Demand,MINE-ELC-SGHP-PH_INT,MINE-BOILR-PH_INT,Industry,Mining,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Heat/Cooling Devices,Steam Generating Heat Pump (process heat)
Demand,MNRL-ELC-SGHP-PH_INT,MNRL-BOILR-PH_INT,Industry,Non-Metallic Mineral Product Manufacturing,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Heat/Cooling Devices,Steam Generating Heat Pump (process heat)
Demand,MNRL-ELC-SGHP-PH_INT,MNRL-FURNC-PH_INT,Industry,Non-Metallic Mineral Product Manufacturing,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Heat/Cooling Devices,Steam Generating Heat Pump (process heat)
Demand,OTHR-ELC-SGHP-PH_INT,OTHR-BOILR-PH_INT,Industry,Other,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Heat/Cooling Devices,Steam Generating Heat Pump (process heat)
Demand,OTHR-ELC-SGHP-PH_INT,OTHR-HEATR-PH_INT,Industry,Other,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Heat/Cooling Devices,Steam Generating Heat Pump (process heat)
Demand,PULP-ELC-SGHP-PH_INT,PULP-BOILR-PH_INT,Industry,Pulp and Paper,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Heat/Cooling Devices,Steam Generating Heat Pump (process heat)
Demand,PULP-ELC-SGHP-PH_INT,PULP-HEATX-PH_INT,Industry,Pulp and Paper,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Heat/Cooling Devices,Steam Generating Heat Pump (process heat)
Demand,STEEL-ELC-SGHP-PH_INT,STEEL-BURNR-PH_INT,Industry,Iron & Steel,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Heat/Cooling Devices,Steam Generating Heat Pump (process heat)
Demand,WOOD-ELC-SGHP-PH_INT,WOOD-BOILR-PH_INT,Industry,Wood Products,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Heat/Cooling Devices,Steam Generating Heat Pump (process heat)
Demand,WOOD-ELC-SGHP-PH_INT,WOOD-HEATX-PH_INT,Industry,Wood Products,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Heat/Cooling Devices,Steam Generating Heat Pump (process heat)
Demand,WOOD-ELC-SGHP-PH_INT,WOOD-BURNR-PH_INT,Industry,Wood Products,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Heat/Cooling Devices,Steam Generating Heat Pump (process heat)
Demand,CHEM-ELC-MVR-PH_INT,CHEM-HEATR-PH_INT,Industry,Chemicals (excl. Urea and Methanol),Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Heat/Cooling Devices,Mechanical Vapour Recompression (MVR)
Demand,CHEM-ELC-MVR-PH_INT,CHEM-FURNC-PH_INT,Industry,Chemicals (excl. Urea and Methanol),Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Heat/Cooling Devices,Mechanical Vapour Recompression (MVR)
Demand,DARY-ELC-MVR-PH_INT,DARY-BOILR-PH_INT,Industry,Dairy,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Heat/Cooling Devices,Mechanical Vapour Recompression (MVR)
Demand,DARY-ELC-MVR-PH_INT,DARY-HEATX-PH_INT,Industry,Dairy,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Heat/Cooling Devices,Mechanical Vapour Recompression (MVR)
Demand,FOOD-ELC-MVR-PH_INT,FOOD-BOILR-PH_INT,Industry,Food and Beverage,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Heat/Cooling Devices,Mechanical Vapour Recompression (MVR)
Demand,MEAT-ELC-MVR-PH_INT,MEAT-BOILR-PH_INT,Industry,Meat,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Heat/Cooling Devices,Mechanical Vapour Recompression (MVR)
Demand,MINE-ELC-MVR-PH_INT,MINE-BOILR-PH_INT,Industry,Mining,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Heat/Cooling Devices,Mechanical Vapour Recompression (MVR)
Demand,MNRL-ELC-MVR-PH_INT,MNRL-BOILR-PH_INT,Industry,Non-Metallic Mineral Product Manufacturing,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Heat/Cooling Devices,Mechanical Vapour Recompression (MVR)
